ticket_id,cliente_id,titulo,categoria,prioridade,data_abertura,data_primeira_resposta,data_solucao,sla_resposta_alvo_hs,sla_solucao_alvo_hs,horas_consumidas,status,consultor,cumpre_sla_resposta,cumpre_sla_solucao
TCK-1251,CLI-004,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Baixa,2026-04-25 14:17:00,2026-04-25 17:10:24,2026-04-26 15:59:36,8,48,2.3,Fechado,Carlos Oliveira,True,True
TCK-1252,CLI-003,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Alta,2026-06-21 08:46:00,2026-06-21 10:04:00,2026-06-21 11:55:36,2,8,2.6,Fechado,Beatriz Lima,True,True
TCK-1253,CLI-009,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-07-13 12:15:00,2026-07-13 12:36:36,2026-07-13 15:18:36,2,8,1.8,Fechado,Carlos Oliveira,True,True
TCK-1254,CLI-007,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Crítica,2026-05-14 16:32:00,2026-05-14 18:51:12,2026-05-14 19:05:36,1,4,5.9,Fechado,Rodrigo Santos,False,True
TCK-1255,CLI-004,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Alta,2026-04-05 18:42:00,2026-04-05 19:54:00,,2,8,0.7,Em Andamento,Ana Silva,True,
TCK-1256,CLI-007,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Média,2026-02-28 08:06:00,2026-02-28 09:59:24,2026-02-28 21:31:12,4,24,2.2,Fechado,Mariana Costa,True,True
TCK-1257,CLI-009,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Média,2026-05-30 18:37:00,2026-05-30 19:14:48,,4,24,4.0,Aguardando Cliente,Mariana Costa,True,
TCK-1258,CLI-008,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Baixa,2026-05-18 09:07:00,2026-05-18 14:23:48,,8,48,1.7,Aguardando Cliente,Lucas Mendes,True,
TCK-1259,CLI-006,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-06-14 15:22:00,2026-06-14 16:59:48,2026-06-14 23:29:48,4,24,3.8,Fechado,Carlos Oliveira,True,True
TCK-1260,CLI-005,Erro de autenticação no portal do cliente,Suporte & Erros,Média,2026-07-16 09:43:00,2026-07-16 13:04:00,2026-07-16 22:34:36,4,24,2.2,Fechado,Lucas Mendes,True,True
TCK-1261,CLI-007,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-05-30 11:51:00,2026-05-30 12:36:00,2026-05-30 21:43:12,4,24,2.2,Fechado,Mariana Costa,True,True
TCK-1262,CLI-001,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-07-02 14:24:00,2026-07-02 15:15:00,2026-07-03 05:54:36,4,24,2.9,Fechado,Mariana Costa,True,True
TCK-1263,CLI-001,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Alta,2026-03-20 13:20:00,2026-03-20 13:37:24,2026-03-20 17:06:12,2,8,3.4,Fechado,Rodrigo Santos,True,True
TCK-1264,CLI-006,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Crítica,2026-07-07 14:37:00,2026-07-07 14:59:48,2026-07-07 15:43:00,1,4,6.0,Fechado,Mariana Costa,True,True
TCK-1265,CLI-010,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-02-22 18:08:00,2026-02-22 19:04:24,2026-02-23 02:54:48,4,24,2.8,Fechado,Rodrigo Santos,True,True
TCK-1266,CLI-007,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-03-08 17:24:00,2026-03-08 18:19:48,2026-03-09 00:06:36,2,8,3.3,Fechado,Rodrigo Santos,True,True
TCK-1267,CLI-001,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Baixa,2026-06-06 12:08:00,2026-06-06 18:12:48,,8,48,2.7,Em Andamento,Carlos Oliveira,True,
TCK-1268,CLI-009,Treinamento da equipe no novo módulo fiscal,Consultoria & Treinamento,Média,2026-03-07 11:52:00,2026-03-07 13:56:12,2026-03-07 22:02:48,4,24,5.0,Fechado,Mariana Costa,True,True
TCK-1269,CLI-005,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-02-22 17:01:00,2026-02-22 17:29:12,,2,8,0.6,Aguardando Cliente,Carlos Oliveira,True,
TCK-1270,CLI-001,Refatoração da rotina de cálculo de impostos,Desenvolvimento & Melhoria,Média,2026-03-16 15:36:00,2026-03-16 18:22:48,2026-03-16 20:41:24,4,24,2.7,Fechado,Lucas Mendes,True,True
TCK-1271,CLI-010,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Crítica,2026-02-11 15:34:00,2026-02-11 16:00:24,2026-02-11 18:08:12,1,4,3.0,Fechado,Rodrigo Santos,True,True
TCK-1272,CLI-007,Bug na exibição do gráfico de vendas,Suporte & Erros,Baixa,2026-05-01 09:28:00,2026-05-01 10:23:48,2026-05-01 19:25:36,8,48,2.7,Fechado,Lucas Mendes,True,True
TCK-1273,CLI-001,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Alta,2026-05-21 10:39:00,2026-05-21 11:06:00,2026-05-21 11:41:24,2,8,4.1,Fechado,Beatriz Lima,True,True
TCK-1274,CLI-008,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Alta,2026-03-16 13:45:00,2026-03-16 14:49:12,2026-03-17 05:33:00,2,8,7.4,Fechado,Rodrigo Santos,True,False
TCK-1275,CLI-009,Lentidão na geração de relatórios mensais,Suporte & Erros,Média,2026-02-16 12:55:00,2026-02-16 15:28:00,2026-02-16 18:25:36,4,24,1.5,Fechado,Mariana Costa,True,True
TCK-1276,CLI-008,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Crítica,2026-03-09 17:40:00,2026-03-09 18:05:48,2026-03-09 20:10:36,1,4,10.7,Fechado,Mariana Costa,True,True
TCK-1277,CLI-008,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-04-13 13:29:00,2026-04-13 19:42:48,2026-04-14 07:39:12,4,24,2.7,Fechado,Rodrigo Santos,False,True
TCK-1278,CLI-005,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Média,2026-06-17 14:13:00,2026-06-17 23:14:12,,4,24,2.2,Em Andamento,Ana Silva,False,
TCK-1279,CLI-003,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-06-21 17:08:00,2026-06-21 18:56:00,2026-06-22 08:30:48,4,24,2.3,Fechado,Lucas Mendes,True,True
TCK-1280,CLI-010,Bug na exibição do gráfico de vendas,Suporte & Erros,Baixa,2026-03-04 10:28:00,2026-03-04 17:36:24,2026-03-06 05:31:00,8,48,3.2,Fechado,Ana Silva,True,True
TCK-1281,CLI-002,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Alta,2026-02-24 18:23:00,2026-02-24 19:06:48,,2,8,3.7,Em Andamento,Lucas Mendes,True,
TCK-1282,CLI-003,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Média,2026-07-11 12:46:00,2026-07-11 13:41:12,2026-07-12 04:17:48,4,24,1.5,Fechado,Mariana Costa,True,True
TCK-1283,CLI-010,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Baixa,2026-07-02 11:33:00,2026-07-02 11:43:12,,8,48,2.9,Em Andamento,Carlos Oliveira,True,
TCK-1284,CLI-010,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-03-06 15:04:00,2026-03-06 15:28:36,,4,24,3.3,Aguardando Cliente,Beatriz Lima,True,
TCK-1285,CLI-006,Falha na integração via API com ERP,Suporte & Erros,Alta,2026-04-18 10:24:00,2026-04-18 11:46:48,2026-04-18 17:33:36,2,8,0.9,Fechado,Lucas Mendes,True,True
TCK-1286,CLI-006,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-07-17 10:28:00,2026-07-17 11:19:00,2026-07-18 06:25:00,4,24,2.3,Fechado,Rodrigo Santos,True,True
TCK-1287,CLI-001,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Média,2026-02-26 10:48:00,2026-02-26 13:27:36,2026-02-26 21:42:36,4,24,2.9,Fechado,Ana Silva,True,True
TCK-1288,CLI-005,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Alta,2026-02-22 11:35:00,2026-02-22 12:54:48,2026-02-22 18:27:12,2,8,1.8,Fechado,Beatriz Lima,True,True
TCK-1289,CLI-004,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Média,2026-07-06 16:12:00,2026-07-06 17:19:48,2026-07-07 11:43:48,4,24,7.7,Fechado,Rodrigo Santos,True,True
TCK-1290,CLI-007,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Média,2026-04-03 15:40:00,2026-04-03 17:37:00,2026-04-06 10:19:36,4,24,3.3,Fechado,Ana Silva,True,False
TCK-1291,CLI-003,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Baixa,2026-05-19 13:34:00,2026-05-19 19:05:12,2026-05-24 09:13:36,8,48,1.7,Fechado,Rodrigo Santos,True,False
TCK-1292,CLI-006,Erro de autenticação no portal do cliente,Suporte & Erros,Alta,2026-03-28 08:59:00,2026-03-28 10:25:24,2026-03-28 14:06:48,2,8,2.0,Fechado,Lucas Mendes,True,True
TCK-1293,CLI-002,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Crítica,2026-05-14 09:40:00,2026-05-14 10:15:24,2026-05-14 11:19:36,1,4,4.0,Fechado,Beatriz Lima,True,True
TCK-1294,CLI-002,Implementação de filtro avançado na listagem,Desenvolvimento & Melhoria,Alta,2026-04-25 14:37:00,2026-04-25 16:08:12,2026-04-25 16:41:48,2,8,8.8,Fechado,Rodrigo Santos,True,True
TCK-1295,CLI-008,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Média,2026-02-23 14:07:00,2026-02-23 16:20:48,2026-02-24 06:46:00,4,24,9.3,Fechado,Carlos Oliveira,True,True
TCK-1296,CLI-005,Erro de autenticação no portal do cliente,Suporte & Erros,Média,2026-03-08 08:10:00,2026-03-08 09:28:36,2026-03-09 02:11:48,4,24,1.3,Fechado,Beatriz Lima,True,True
TCK-1297,CLI-005,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Baixa,2026-04-10 09:49:00,2026-04-10 22:22:00,2026-04-11 14:31:00,8,48,3.6,Fechado,Beatriz Lima,False,True
TCK-1298,CLI-007,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Baixa,2026-05-28 16:23:00,2026-05-28 22:35:00,2026-05-29 04:34:24,8,48,2.8,Fechado,Mariana Costa,True,True
TCK-1299,CLI-007,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-06-11 08:02:00,2026-06-11 08:10:24,2026-06-11 16:06:48,4,24,3.3,Fechado,Carlos Oliveira,True,True
TCK-1300,CLI-002,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Média,2026-07-18 14:14:00,2026-07-18 15:47:36,,4,24,3.0,Em Andamento,Rodrigo Santos,True,
TCK-1301,CLI-003,Treinamento da equipe no novo módulo fiscal,Consultoria & Treinamento,Média,2026-05-07 09:32:00,2026-05-07 09:48:48,2026-05-07 20:54:12,4,24,2.3,Fechado,Rodrigo Santos,True,True
TCK-1302,CLI-001,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Baixa,2026-04-14 12:20:00,2026-04-14 15:40:24,,8,48,1.8,Em Andamento,Mariana Costa,True,
TCK-1303,CLI-004,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Média,2026-07-10 11:29:00,2026-07-10 14:59:00,2026-07-12 21:32:36,4,24,6.4,Fechado,Lucas Mendes,True,False
TCK-1304,CLI-010,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Baixa,2026-02-02 14:01:00,2026-02-02 16:34:36,2026-02-07 18:23:48,8,48,3.4,Fechado,Carlos Oliveira,True,False
TCK-1305,CLI-008,Bug na exibição do gráfico de vendas,Suporte & Erros,Alta,2026-04-20 09:13:00,2026-04-20 09:43:00,2026-04-20 10:18:24,2,8,3.5,Fechado,Beatriz Lima,True,True
TCK-1306,CLI-009,Treinamento da equipe no novo módulo fiscal,Consultoria & Treinamento,Baixa,2026-04-01 16:26:00,2026-04-01 19:10:24,2026-04-04 04:09:48,8,48,2.6,Fechado,Ana Silva,True,False
TCK-1307,CLI-001,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Baixa,2026-07-02 17:03:00,2026-07-03 00:00:00,2026-07-03 09:36:36,8,48,4.8,Fechado,Ana Silva,True,True
TCK-1308,CLI-007,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Baixa,2026-05-27 12:14:00,2026-05-27 13:46:24,2026-05-28 14:12:48,8,48,1.0,Fechado,Lucas Mendes,True,True
TCK-1309,CLI-010,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Crítica,2026-04-22 14:07:00,2026-04-22 14:59:12,2026-04-22 15:58:00,1,4,4.3,Fechado,Mariana Costa,True,True
TCK-1310,CLI-002,Erro de autenticação no portal do cliente,Suporte & Erros,Média,2026-07-26 12:52:00,2026-07-26 15:04:36,2026-07-27 07:43:00,4,24,0.9,Fechado,Carlos Oliveira,True,True
TCK-1311,CLI-010,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Alta,2026-06-12 08:43:00,2026-06-12 10:12:24,2026-06-12 15:39:24,2,8,10.5,Fechado,Mariana Costa,True,True
TCK-1312,CLI-002,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Alta,2026-05-30 09:51:00,2026-05-30 10:09:36,2026-05-30 15:34:48,2,8,1.2,Fechado,Ana Silva,True,True
TCK-1313,CLI-006,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-07-26 18:41:00,2026-07-26 20:50:00,2026-07-28 00:08:36,4,24,12.0,Fechado,Lucas Mendes,True,False
TCK-1314,CLI-003,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Alta,2026-02-24 13:07:00,2026-02-24 13:59:48,2026-02-24 17:42:24,2,8,10.1,Fechado,Carlos Oliveira,True,True
TCK-1315,CLI-009,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-05-09 18:27:00,2026-05-09 18:55:12,2026-05-09 20:57:00,2,8,3.2,Fechado,Ana Silva,True,True
TCK-1316,CLI-005,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Baixa,2026-07-08 11:41:00,2026-07-08 14:42:48,2026-07-08 17:21:12,8,48,1.3,Fechado,Rodrigo Santos,True,True
TCK-1317,CLI-009,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-07-15 16:15:00,2026-07-15 19:09:36,2026-07-16 13:39:00,4,24,9.7,Fechado,Carlos Oliveira,True,True
TCK-1318,CLI-007,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-06-05 13:58:00,2026-06-05 15:11:48,2026-06-05 15:55:36,4,24,5.6,Fechado,Rodrigo Santos,True,True
TCK-1319,CLI-002,Falha na integração via API com ERP,Suporte & Erros,Baixa,2026-06-01 16:22:00,2026-06-01 23:34:00,,8,48,3.9,Em Andamento,Ana Silva,True,
TCK-1320,CLI-004,Lentidão na geração de relatórios mensais,Suporte & Erros,Baixa,2026-04-03 12:34:00,2026-04-03 19:10:36,2026-04-05 07:38:12,8,48,1.2,Fechado,Beatriz Lima,True,True
TCK-1321,CLI-007,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Média,2026-03-18 11:37:00,2026-03-18 14:17:48,2026-03-19 01:34:00,4,24,2.6,Fechado,Carlos Oliveira,True,True
TCK-1322,CLI-007,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Baixa,2026-03-09 17:12:00,2026-03-09 23:03:00,2026-03-13 18:14:24,8,48,3.1,Fechado,Rodrigo Santos,True,False
TCK-1323,CLI-002,Erro de autenticação no portal do cliente,Suporte & Erros,Crítica,2026-04-01 17:14:00,2026-04-01 17:42:48,,1,4,1.7,Em Andamento,Ana Silva,True,
TCK-1324,CLI-005,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-04-29 10:58:00,2026-04-29 14:06:24,2026-04-29 17:00:24,4,24,2.6,Fechado,Carlos Oliveira,True,True
TCK-1325,CLI-007,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Crítica,2026-05-05 09:23:00,2026-05-05 10:00:48,,1,4,2.6,Aguardando Cliente,Rodrigo Santos,True,
TCK-1326,CLI-007,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Alta,2026-03-07 10:46:00,2026-03-07 15:11:12,2026-03-08 04:23:48,2,8,3.0,Fechado,Lucas Mendes,False,False
TCK-1327,CLI-004,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-07-21 17:52:00,2026-07-21 19:02:12,2026-07-21 21:49:00,4,24,2.7,Fechado,Carlos Oliveira,True,True
TCK-1328,CLI-002,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Alta,2026-02-09 10:38:00,2026-02-09 12:06:12,,2,8,2.6,Em Andamento,Rodrigo Santos,True,
TCK-1329,CLI-001,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Média,2026-03-09 13:47:00,2026-03-09 15:05:36,2026-03-10 04:04:24,4,24,3.4,Fechado,Mariana Costa,True,True
TCK-1330,CLI-002,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-04-09 11:15:00,2026-04-09 12:34:48,2026-04-10 03:14:24,4,24,2.3,Fechado,Ana Silva,True,True
TCK-1331,CLI-007,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-05-17 15:56:00,2026-05-17 16:57:48,2026-05-17 20:01:24,2,8,3.1,Fechado,Carlos Oliveira,True,True
TCK-1332,CLI-005,Implementação de filtro avançado na listagem,Desenvolvimento & Melhoria,Crítica,2026-02-19 08:18:00,2026-02-19 08:36:36,2026-02-19 09:52:12,1,4,10.8,Fechado,Mariana Costa,True,True
TCK-1333,CLI-005,Criação de novo campo personalizado de cadastro,Desenvolvimento & Melhoria,Média,2026-02-24 13:38:00,2026-02-24 23:02:00,,4,24,3.0,Em Andamento,Rodrigo Santos,False,
TCK-1334,CLI-005,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Crítica,2026-05-23 10:03:00,2026-05-23 10:18:36,2026-05-23 12:42:00,1,4,4.9,Fechado,Rodrigo Santos,True,True
TCK-1335,CLI-010,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Baixa,2026-04-14 12:15:00,2026-04-14 15:08:24,2026-04-15 11:01:48,8,48,0.7,Fechado,Beatriz Lima,True,True
TCK-1336,CLI-002,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-04-17 18:40:00,2026-04-17 19:28:00,2026-04-17 23:11:12,4,24,1.4,Fechado,Ana Silva,True,True
TCK-1337,CLI-010,Bug na exibição do gráfico de vendas,Suporte & Erros,Alta,2026-04-20 14:30:00,2026-04-20 15:43:12,2026-04-20 19:04:12,2,8,1.1,Fechado,Ana Silva,True,True
TCK-1338,CLI-004,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Alta,2026-05-26 08:16:00,2026-05-26 08:49:00,2026-05-27 00:44:12,2,8,1.0,Fechado,Carlos Oliveira,True,False
TCK-1339,CLI-002,Erro de autenticação no portal do cliente,Suporte & Erros,Alta,2026-04-30 16:26:00,2026-04-30 20:17:00,2026-04-30 23:08:00,2,8,3.0,Fechado,Beatriz Lima,False,True
TCK-1340,CLI-010,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Média,2026-06-02 17:56:00,2026-06-02 19:05:00,2026-06-03 12:34:24,4,24,0.6,Fechado,Beatriz Lima,True,True
TCK-1341,CLI-006,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-05-26 10:10:00,2026-05-26 19:05:48,2026-05-27 00:34:36,4,24,3.5,Fechado,Ana Silva,False,True
TCK-1342,CLI-009,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Crítica,2026-03-10 17:16:00,2026-03-10 17:56:48,2026-03-10 18:23:12,1,4,4.2,Fechado,Beatriz Lima,True,True
TCK-1343,CLI-007,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Crítica,2026-06-14 15:58:00,2026-06-14 16:41:48,2026-06-14 18:17:48,1,4,3.7,Fechado,Lucas Mendes,True,True
TCK-1344,CLI-006,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Crítica,2026-06-26 17:37:00,2026-06-26 18:28:00,2026-06-27 01:50:48,1,4,2.4,Fechado,Carlos Oliveira,True,False
TCK-1345,CLI-004,Revisão das regras de negócio do contrato,Consultoria & Treinamento,Alta,2026-05-17 12:24:00,2026-05-17 13:28:12,2026-05-17 14:41:24,2,8,4.4,Fechado,Lucas Mendes,True,True
TCK-1346,CLI-006,Orientação sobre parametrização do sistema,Dúvidas Operacionais,Média,2026-05-13 13:44:00,2026-05-13 16:26:36,2026-05-16 04:44:00,4,24,0.6,Fechado,Ana Silva,True,False
TCK-1347,CLI-009,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-06-06 18:06:00,2026-06-06 23:46:48,2026-06-07 11:40:12,4,24,6.6,Fechado,Lucas Mendes,False,True
TCK-1348,CLI-006,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-05-18 17:41:00,2026-05-18 19:20:00,2026-05-20 12:41:36,4,24,4.9,Fechado,Beatriz Lima,True,False
TCK-1349,CLI-004,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Alta,2026-06-12 10:04:00,2026-06-12 11:01:36,,2,8,1.0,Aguardando Cliente,Ana Silva,True,
TCK-1350,CLI-002,Esclarecimento sobre regra de encerramento mensal,Dúvidas Operacionais,Baixa,2026-03-22 11:53:00,2026-03-22 12:12:48,2026-03-23 03:47:36,8,48,1.1,Fechado,Carlos Oliveira,True,True
TCK-1351,CLI-003,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Crítica,2026-05-13 18:59:00,2026-05-13 19:06:12,2026-05-13 21:15:12,1,4,3.1,Fechado,Rodrigo Santos,True,True
TCK-1352,CLI-010,Configuração de rotina de backup em nuvem AWS,Infraestrutura & Cloud,Média,2026-05-01 13:10:00,2026-05-01 14:10:36,2026-05-02 19:15:24,4,24,0.6,Fechado,Rodrigo Santos,True,False
TCK-1353,CLI-001,Lentidão na geração de relatórios mensais,Suporte & Erros,Média,2026-03-27 11:41:00,2026-03-27 12:30:12,2026-03-27 23:15:48,4,24,3.1,Fechado,Rodrigo Santos,True,True
TCK-1354,CLI-010,Bug na exibição do gráfico de vendas,Suporte & Erros,Baixa,2026-07-16 10:38:00,2026-07-16 12:19:24,2026-07-18 03:29:00,8,48,2.6,Fechado,Carlos Oliveira,True,True
TCK-1355,CLI-001,Modelagem de novos relatórios gerenciais,Consultoria & Treinamento,Média,2026-05-01 15:16:00,2026-05-01 16:25:36,2026-05-02 05:14:48,4,24,5.5,Fechado,Mariana Costa,True,True
TCK-1356,CLI-001,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Baixa,2026-05-07 16:41:00,2026-05-07 18:47:36,2026-05-08 14:41:36,8,48,1.5,Fechado,Beatriz Lima,True,True
TCK-1357,CLI-009,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Alta,2026-04-08 18:45:00,2026-04-08 22:46:12,2026-04-09 00:30:36,2,8,3.4,Fechado,Lucas Mendes,False,True
TCK-1358,CLI-006,Erro de permissão de usuário no módulo financeiro,Suporte & Erros,Baixa,2026-07-20 13:43:00,2026-07-20 13:59:48,2026-07-21 02:49:36,8,48,3.2,Fechado,Mariana Costa,True,True
TCK-1359,CLI-008,Otimização de queries pesadas no banco,Infraestrutura & Cloud,Alta,2026-02-10 17:45:00,2026-02-10 22:13:48,2026-02-11 00:13:48,2,8,2.6,Fechado,Beatriz Lima,False,True
TCK-1360,CLI-010,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Média,2026-04-18 10:53:00,2026-04-18 12:56:00,2026-04-18 22:14:36,4,24,2.7,Fechado,Rodrigo Santos,True,True
TCK-1361,CLI-009,Como redefinir permissões de grupo de usuários,Dúvidas Operacionais,Média,2026-04-27 18:05:00,2026-04-27 18:57:48,2026-04-29 13:38:36,4,24,3.2,Fechado,Beatriz Lima,True,False
TCK-1362,CLI-002,Consultoria de otimização de processos operacionais,Consultoria & Treinamento,Média,2026-04-17 15:54:00,2026-04-17 16:11:24,2026-04-18 04:38:24,4,24,5.7,Fechado,Rodrigo Santos,True,True
TCK-1363,CLI-006,Configuração de certificado SSL e HTTPS,Infraestrutura & Cloud,Baixa,2026-03-03 18:24:00,2026-03-03 21:25:48,,8,48,3.5,Em Andamento,Rodrigo Santos,True,
TCK-1364,CLI-008,Implementação de filtro avançado na listagem,Desenvolvimento & Melhoria,Crítica,2026-04-29 14:36:00,2026-04-29 17:04:48,2026-04-29 18:04:12,1,4,3.4,Fechado,Carlos Oliveira,False,True
TCK-1365,CLI-006,Bug na exibição do gráfico de vendas,Suporte & Erros,Média,2026-07-12 10:20:00,2026-07-12 10:27:12,2026-07-13 02:51:12,4,24,1.0,Fechado,Lucas Mendes,True,True
TCK-1366,CLI-007,Automação do envio de notificações por email,Desenvolvimento & Melhoria,Média,2026-03-06 17:27:00,2026-03-06 18:57:36,2026-03-08 11:29:24,4,24,1.9,Fechado,Ana Silva,True,False
TCK-1367,CLI-006,Desenvolvimento de exportação em Excel customizada,Desenvolvimento & Melhoria,Baixa,2026-04-24 16:12:00,2026-04-24 16:19:48,2026-04-25 02:13:48,8,48,10.7,Fechado,Ana Silva,True,True
TCK-1368,CLI-008,Alinhamento estratégico para migração de sistema,Consultoria & Treinamento,Baixa,2026-05-10 16:37:00,2026-05-10 17:10:36,2026-05-12 09:37:36,8,48,4.7,Fechado,Ana Silva,True,True
TCK-1369,CLI-006,Dúvida na importação do arquivo CSV de pedidos,Dúvidas Operacionais,Média,2026-07-26 10:21:00,2026-07-26 17:30:00,2026-07-26 20:03:00,4,24,3.2,Fechado,Mariana Costa,False,True
TCK-1370,CLI-002,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Crítica,2026-03-30 10:13:00,2026-03-30 10:47:12,2026-03-30 12:01:36,1,4,4.6,Fechado,Carlos Oliveira,True,True
TCK-1371,CLI-004,Bug na exibição do gráfico de vendas,Suporte & Erros,Crítica,2026-04-07 16:39:00,2026-04-07 17:33:00,2026-04-07 19:22:48,1,4,2.1,Fechado,Beatriz Lima,True,True
TCK-1372,CLI-008,Bug na exibição do gráfico de vendas,Suporte & Erros,Alta,2026-05-09 09:35:00,2026-05-09 10:52:24,2026-05-09 14:59:36,2,8,0.5,Fechado,Mariana Costa,True,True
TCK-1373,CLI-007,Aumento de capacidade do servidor de banco de dados,Infraestrutura & Cloud,Baixa,2026-06-14 12:39:00,2026-06-14 13:43:12,2026-06-17 02:00:36,8,48,2.7,Fechado,Beatriz Lima,True,False
TCK-1374,CLI-007,Falha na integração via API com ERP,Suporte & Erros,Média,2026-02-28 15:12:00,2026-02-28 18:01:12,2026-03-03 09:18:00,4,24,1.6,Fechado,Ana Silva,True,False
TCK-1375,CLI-002,Backup e restauração de ambiente de testes,Infraestrutura & Cloud,Média,2026-02-11 16:31:00,2026-02-12 00:46:00,2026-02-12 04:02:48,4,24,0.5,Fechado,Carlos Oliveira,False,True
TCK-1376,CLI-005,Erro de autenticação no portal do cliente,Suporte & Erros,Alta,2026-07-22 15:09:00,2026-07-22 19:31:48,2026-07-22 21:37:48,2,8,3.2,Fechado,Rodrigo Santos,False,True
